Job Title,Company Name,Location,Job Type,Category,Salary,Post Date,Deadline,Job URL,Company Logo URL,Location Clean,Min Salary,Max Salary,Average Salary
Korporativ satış üzrə Mütəxəssis,Azcosmetics MMC,"Bakı, Nəriman Nərimanov",Tam-ştat,Satış üzrə mütəxəssis,800 - 1000 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/korporativ-satis-uzre-mutexessis-905022,https://www.hellojob.az/resized/companies/fc8fbb092b9303fddb01c59bc6965cb0-120--resize.webp,Bakı,800.0,1000.0,900.0
Satış mütəxəssisi,ELECTROCOMP MMC,"Bakı, Bülbül pr 58H",Tam-ştat,Digər,500 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905023,Unknown,Bakı,500.0,500.0,500.0
Satış mütəxəssisi,Wraym,"Bakı, N.Nərimanov ray, Əliyar Əliyev küç. 206 (Azinko yaşayış kompleksinin yanı, N.Nərimanov metrosu yaxınlığı)",Tam-ştat,Satış üzrə mütəxəssis,700 - 1500 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-904963,https://www.hellojob.az/resized/companies/c6aef7ad7fd65e93e947028bdc3f04ac-120--resize.webp,Bakı,700.0,1500.0,1100.0
Arxiv işi üzrə mütəxəssis,Global Group MMC,"Bakı, Gənclik",Tam-ştat,Digər,600 AZN,05 aprel 2025,06 may 2025,https://www.hellojob.az/vakansiya/arxiv-isi-uzre-mutexessis-905009,Unknown,Bakı,600.0,600.0,600.0
English Teacher,Hiss Academy,"Bakı, Sabunçu,Yeni Ramana",Tam-ştat,Məktəb tədrisi,Razılaşma ilə,05 aprel 2025,06 may 2025,https://www.hellojob.az/vakansiya/english-teacher-905010,Unknown,Bakı,Unknown,Unknown,Unknown
Satiş üzrə agent ( Promouter ),My Tour Baku,"Bakı, Kichik Gala 82",Tam-ştat,Turizm və mehmanxana işi,400 - 1400 AZN,06 aprel 2025,06 may 2025,https://www.hellojob.az/vakansiya/satis-uzre-agent-promouter,https://www.hellojob.az/resized/companies/0be2bdb177ecd4c72549fc1c5a82e909-120--resize.webp,Bakı,400.0,1400.0,900.0
Satış məsləhətçisi,iCare+,"Bakı, koroglu metro cixisi Haydar Aliyev pr 172 Bravo hipermarketin daxili",Tam-ştat,Satış üzrə mütəxəssis,400 - 700 AZN,06 aprel 2025,06 may 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-905015,Unknown,Bakı,400.0,700.0,550.0
Satış məsləhətçisi,Stimul Work Center,Bakı,Tam-ştat,Satış üzrə mütəxəssis,700 - 1000 AZN,05 aprel 2025,06 may 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-905008,https://www.hellojob.az/resized/companies/8f4207b61a1d60b4843683f2fcc4ce0c-120--resize.webp,Bakı,700.0,1000.0,850.0
Xüsusi müştərilər üzrə mütəxəssis,Sığortalı.az,"Bakı, Badamdar şossesi 42",Tam-ştat,Sığorta,500 - 600 AZN,05 aprel 2025,05 may 2025,https://www.hellojob.az/vakansiya/xususi-musteriler-uzre-mutexessis,https://www.hellojob.az/resized/companies/1bae41759327df71f0b24095598f916f-120--resize.webp,Bakı,500.0,600.0,550.0
Direktor köməkçisi,İdeal Kredit,Bakı,Tam-ştat,Ofis menecmenti,Razılaşma ilə,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/direktor-komekcisi-905006,Unknown,Bakı,Unknown,Unknown,Unknown
Anbardar,Ecarparts.az,"Bakı, Məhəmməd Xiyabani 192 G",Tam-ştat,Anbardar,500 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/anbardar-905005,Unknown,Bakı,500.0,500.0,500.0
Aparıcı mütəxəssis,TAB MMC,"Bakı, Bakı şəh. Nizami ray. Qara Qarayev pr. 102 A",Tam-ştat,Mühasibat,500 - 600 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/aparici-mutexessis-905003,Unknown,Bakı,500.0,600.0,550.0
Köməkçi Müəllim,ChildnLife,Bakı,Tam-ştat,Təhsil və elm,Razılaşma ilə,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/komekci-muellim,Unknown,Bakı,Unknown,Unknown,Unknown
Kosmetoloq,Ayru Estetik Mərkəzi,Bakı,Tam-ştat,Xidmət,500 - 1000 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/kosmetoloq,Unknown,Bakı,500.0,1000.0,750.0
Ofisiant,MOC roastery,Bakı,Tam-ştat,Ofisiant,700 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/ferid-ceferov,Unknown,Bakı,700.0,700.0,700.0
Sosial Media Marketinq (SMM) mütəxəssisi,Xırdalan Tədris Mərkəzi,"Xırdalan, Mehdi Hüseynzadə 31A",Tam-ştat,Digər,Razılaşma ilə,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisi-904995,https://www.hellojob.az/assets/images/blank-image.svg,Xırdalan,Unknown,Unknown,Unknown
Call-center operator,VEN GROUP MMC,"Bakı, Rəşid Bağırov 33",Tam-ştat,Operator,400 - 800 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/call-center-operator-904996,Unknown,Bakı,400.0,800.0,600.0
Daxili nəzarət üzrə mütəxəssis,Berg Energy MMC,"Bakı, Sulutəpə",Tam-ştat,Digər,600 AZN,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/daxili-nezaret-uzre-mutexessis-904994,Unknown,Bakı,600.0,600.0,600.0
Diş texniki,Digital Diagnostics World,"Bakı, Nərimanov rayonu",Tam-ştat,Digər,Razılaşma ilə,04 aprel 2025,04 may 2025,https://www.hellojob.az/vakansiya/cinara-qasimova,Unknown,Bakı,Unknown,Unknown,Unknown
Mal qəbulçusu,Melissa Store,"Bakı, 20 yanvar mts yaxınlığı, Hesen Bey Zərdabi 92A (Melissa store)",Tam-ştat,Digər,600 - 650 AZN,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/mal-qebulcusu-904992,Unknown,Bakı,600.0,650.0,625.0
Qeydiyyatçı,EDUGrata Təhsil Mərkəzi,Bakı,Tam-ştat,Xüsusi təhsil/ Təlim,Razılaşma ilə,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/qeydiyyatci-904991,https://www.hellojob.az/resized/companies/7986870344ee9df117a7f1606eb48760-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Avropada Təhsil üzrə mütəxəssis,Edumax,Bakı,Tam-ştat,Təhsil və elm,Razılaşma ilə,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/tehsil-meneceri-904990,https://www.hellojob.az/resized/companies/a9a5f72308f4c46938c0ce45d1c8cfab-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Rus dili müəllimi,Wisest Academy,"Bakı, Nərimanov",Tam-ştat,Digər,500 - 600 AZN,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/rus-dili-muellimi-904989,Unknown,Bakı,500.0,600.0,550.0
Müştəri xidmətləri üzrə mütəxəssis,Kargolux,"Bakı, Nərimanov rayonu",Tam-ştat,Operator,500 - 600 AZN,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/musteri-xidmetleri-uzre-mutexessis-904988,https://www.hellojob.az/resized/companies/3bd2edef016b1bfd8bbac5f1582ab4a7-120--resize.webp,Bakı,500.0,600.0,550.0
Senior Product Owner,Afea Group,Bakı,Tam-ştat,Digər,Razılaşma ilə,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/senior-product-owner,https://www.hellojob.az/resized/companies/c03ef9673cb34ec0fba1e042360637e4-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Lizinq mütəxəssisi,İdeal Kredit,Bakı,Tam-ştat,Kredit mütəxəssisi,Razılaşma ilə,03 aprel 2025,03 may 2025,https://www.hellojob.az/vakansiya/lizinq-mutexessisi-904986,Unknown,Bakı,Unknown,Unknown,Unknown
Sushimen,Buddha Sushi,"Bakı, Nizami küç.182e",Tam-ştat,Restoran işi,Razılaşma ilə,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/sushimen,Unknown,Bakı,Unknown,Unknown,Unknown
Ofisiant,The Attack,"Bakı, Neftçilər prospekti 153",Tam-ştat,Ofisiant,600 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/ofisiant-904983,Unknown,Bakı,600.0,600.0,600.0
Kuryer,Şeh Group MMC,"Bakı, Bakı Şəhəri Kənd Əhmədli",Tam-ştat,Digər,650 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/kuryer,Unknown,Bakı,650.0,650.0,650.0
Təmizlikçi,ŞEH MMC,"Bakı, Bakı şəhəri",Tam-ştat,Digər,550 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/temizlikci-904985,Unknown,Bakı,550.0,550.0,550.0
Qızıl girovlu kreditlər üzrə Mütəxəssis,İdeal Kredit,Bakı,Tam-ştat,Kredit mütəxəssisi,Razılaşma ilə,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/qizil-girovlu-kreditler-uzre-mutexessis,Unknown,Bakı,Unknown,Unknown,Unknown
Qeydiyyatçı,1st Fitness MMC,"Bakı, 28 may,Vurgun Residence",Tam-ştat,Katibə / Resepşn,500 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/qeydiyyatci-904980,https://www.hellojob.az/resized/companies/c38b2ebc2ca4c71cc1c72058a9c8476f-120--resize.webp,Bakı,500.0,500.0,500.0
Avtomobil Brend Menecer,INEX MEDİCAL,"Bakı, Çapayev",Tam-ştat,Menecer,800 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/avtomobil-brend-menecer,Unknown,Bakı,800.0,800.0,800.0
Qeydiyyatçı,Lombard (kredit təskilatı),"Bakı, Xirdalan və Binəqədi",Tam-ştat,Bank xidməti,500 - 800 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/qeydiyyatci-904977,Unknown,Bakı,500.0,800.0,650.0
Satış mütəxəssisi,Nero MMC,"Bakı, Sabit Rahman 55, Office",Tam-ştat,Digər,500 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-904978,Unknown,Bakı,500.0,500.0,500.0
Mühasib,Cənnət Bağı Şirkətlər Qrupu,Mingəçevir,Tam-ştat,Maliyyə,1000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/muhasib-904976,https://www.hellojob.az/resized/companies/12e97abef783d2c69e58f9e038416309-120--resize.webp,Mingəçevir,1000.0,1000.0,1000.0
Satış üzrə agent,Hissə Hissə Avto MMC,"Bakı, Arena Plaza, H.Əliyev prospekti 115",Frilans,Digər,Razılaşma ilə,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/satis-uzre-agent-904974,https://www.hellojob.az/resized/companies/7d1d6deac2db65b7f9c753dc968206c7-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Satış təmsilçisi,Azerbaijan Travel Company,"Bakı, İçərişəhər",Yarım-ştat,Turizm və mehmanxana işi,400 - 1000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-904975,https://www.hellojob.az/resized/companies/dc06f92dd46f1aeed8a518bec026d725-120--resize.webp,Bakı,400.0,1000.0,700.0
Satış üzrə mütəxəssis,Atəşgah Sığorta Şirkəti,"Bakı, Səbail rayonu, Vəli Məmmədov küçəsi 16",Təcrübəçi,Satış üzrə mütəxəssis,Razılaşma ilə,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/seymur-bagirov,https://www.hellojob.az/resized/companies/NaPrnN4XiLzagd3vQXW302Yf3coPuynQMP2h2UGq-120--resize.webp,Bakı,Unknown,Unknown,Unknown
